,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
4047,-117.97,33.79,33.0,3268.0,641.0,1704.0,591.0,3.6849,211400.0
4048,-117.97,33.78,35.0,3148.0,597.0,2110.0,587.0,3.9479,203800.0
4049,-117.97,33.77,25.0,1295.0,417.0,856.0,342.0,2.7157,350000.0
4050,-117.97,33.77,22.0,2244.0,575.0,1543.0,533.0,2.6618,179600.0
4051,-117.97,33.77,20.0,1988.0,424.0,1277.0,425.0,2.9414,162200.0
4052,-117.97,33.76,28.0,1386.0,272.0,901.0,294.0,4.7464,187500.0
4053,-117.97,33.76,27.0,1712.0,325.0,1036.0,345.0,4.0508,183900.0
4054,-117.97,33.76,18.0,1862.0,399.0,1301.0,369.0,3.1771,194000.0
4055,-117.97,33.75,26.0,3361.0,722.0,2709.0,648.0,3.9107,190700.0
4056,-117.97,33.74,18.0,2814.0,539.0,1439.0,493.0,3.599,262000.0
4057,-117.97,33.74,16.0,1735.0,380.0,784.0,360.0,4.2566,139200.0
4058,-117.97,33.73,26.0,1694.0,260.0,885.0,279.0,5.0875,224200.0
4059,-117.97,33.73,19.0,4154.0,560.0,2130.0,589.0,7.2845,301800.0
4060,-117.97,33.71,26.0,2553.0,405.0,1337.0,411.0,5.3737,252900.0
4061,-117.97,33.71,25.0,3273.0,478.0,1645.0,497.0,5.8195,286100.0
4062,-117.97,33.69,21.0,4112.0,580.0,1886.0,581.0,6.799,292000.0
4063,-117.97,33.68,26.0,3653.0,568.0,1930.0,585.0,5.7301,260900.0
4064,-117.97,33.68,26.0,1616.0,292.0,700.0,241.0,5.5105,232100.0
4065,-117.97,33.68,16.0,4508.0,598.0,2221.0,623.0,7.3731,390800.0
4066,-117.97,33.67,25.0,3906.0,660.0,1809.0,622.0,5.6765,265100.0
4067,-117.97,33.67,17.0,4466.0,640.0,2166.0,666.0,6.979,330700.0
4068,-117.97,33.66,22.0,3914.0,600.0,1871.0,607.0,5.8541,281500.0
4069,-117.97,33.66,14.0,6090.0,1338.0,1974.0,1248.0,2.8061,180300.0
4070,-117.97,33.65,26.0,2379.0,336.0,988.0,346.0,5.3674,339300.0
4071,-117.97,33.63,25.0,2482.0,360.0,960.0,352.0,6.1572,344000.0
4072,-117.98,35.13,5.0,4849.0,920.0,2504.0,847.0,3.5391,81900.0
4073,-117.98,35.1,4.0,923.0,166.0,352.0,135.0,4.5724,84500.0
4074,-117.98,34.53,13.0,2815.0,535.0,1492.0,491.0,4.0945,135700.0
4075,-117.98,34.14,27.0,6341.0,1289.0,2899.0,1192.0,3.6336,235200.0
4076,-117.98,34.14,24.0,1596.0,388.0,1329.0,352.0,3.0417,148000.0
4077,-117.98,34.13,37.0,1447.0,309.0,1279.0,290.0,4.0083,142900.0
4078,-117.98,34.13,29.0,2110.0,460.0,1890.0,448.0,3.6806,130500.0
4079,-117.98,34.09,31.0,3073.0,617.0,2640.0,594.0,3.5,161300.0
4080,-117.98,34.08,17.0,3640.0,830.0,3537.0,807.0,3.4784,152200.0
4081,-117.98,34.07,28.0,441.0,106.0,504.0,108.0,2.9107,152500.0
4082,-117.98,34.07,15.0,3543.0,888.0,3131.0,823.0,3.0184,139400.0
4083,-117.98,34.06,36.0,2391.0,407.0,1967.0,398.0,4.0274,160700.0
4084,-117.98,34.06,33.0,1353.0,228.0,1079.0,237.0,4.5417,160300.0
4085,-117.98,34.05,35.0,2342.0,426.0,2176.0,416.0,3.7454,156900.0
4086,-117.98,34.05,33.0,1560.0,315.0,1467.0,313.0,4.1429,159800.0
4087,-117.98,34.04,34.0,2547.0,537.0,2108.0,498.0,3.4722,154600.0
4088,-117.98,34.04,29.0,1468.0,310.0,1390.0,276.0,3.75,190600.0
4089,-117.98,34.03,21.0,797.0,162.0,484.0,166.0,2.625,191100.0
4090,-117.98,34.02,33.0,3512.0,632.0,1971.0,598.0,4.4653,193200.0
4091,-117.98,34.02,32.0,2945.0,651.0,2044.0,652.0,3.1979,183900.0
4092,-117.98,34.0,22.0,3632.0,538.0,1968.0,566.0,6.019,324900.0
4093,-117.98,33.98,27.0,2275.0,346.0,1039.0,333.0,6.2217,333500.0
4094,-117.98,33.94,36.0,4297.0,717.0,2038.0,700.0,5.2851,258800.0
4095,-117.98,33.93,27.0,3142.0,509.0,1520.0,503.0,6.2924,232500.0
4096,-117.98,33.92,27.0,3700.0,568.0,1793.0,552.0,5.3668,219800.0
4097,-117.98,33.91,16.0,10621.0,1782.0,3836.0,1480.0,5.0923,257200.0
4098,-117.98,33.9,6.0,1537.0,347.0,506.0,280.0,4.8264,146800.0
4099,-117.98,33.87,29.0,1310.0,332.0,937.0,294.0,3.8068,158700.0
4100,-117.98,33.87,25.0,2037.0,515.0,1435.0,496.0,3.3199,188800.0
4101,-117.98,33.86,26.0,1240.0,285.0,781.0,315.0,4.1287,205800.0
4102,-117.98,33.86,25.0,1025.0,266.0,726.0,183.0,3.875,137500.0
4103,-117.98,33.84,35.0,984.0,179.0,661.0,199.0,5.0747,189600.0
4104,-117.98,33.84,33.0,2291.0,439.0,1187.0,405.0,3.9539,191100.0
4105,-117.98,33.84,31.0,1252.0,225.0,714.0,226.0,4.6042,220700.0
4106,-117.98,33.83,17.0,3419.0,932.0,2460.0,766.0,3.2823,228500.0
4107,-117.98,33.82,34.0,1290.0,220.0,867.0,241.0,5.5486,218100.0
4108,-117.98,33.82,34.0,1038.0,175.0,578.0,174.0,4.9219,200000.0
4109,-117.98,33.81,35.0,897.0,156.0,479.0,161.0,5.152,215600.0
4110,-117.98,33.81,28.0,3528.0,816.0,2304.0,764.0,2.582,181800.0
4111,-117.98,33.81,18.0,3751.0,878.0,2281.0,815.0,3.7201,183100.0
4112,-117.98,33.8,35.0,2114.0,341.0,1077.0,343.0,5.4876,227500.0
4113,-117.98,33.8,32.0,2161.0,432.0,1503.0,402.0,4.3036,191400.0
4114,-117.98,33.79,35.0,2356.0,478.0,1659.0,480.0,4.1115,179700.0
4115,-117.98,33.78,22.0,4255.0,971.0,2901.0,920.0,3.2636,180200.0
4116,-117.98,33.77,7.0,2252.0,570.0,1576.0,550.0,3.6333,169800.0
4117,-117.98,33.77,22.0,3236.0,673.0,2034.0,662.0,4.0955,174200.0
4118,-117.98,33.76,29.0,1518.0,312.0,1086.0,317.0,4.32,196900.0
4119,-117.98,33.76,28.0,3215.0,652.0,2066.0,636.0,4.0194,197400.0
4120,-117.98,33.76,23.0,1553.0,518.0,1988.0,474.0,2.1375,150000.0
4121,-117.98,33.75,37.0,1264.0,274.0,783.0,273.0,3.3438,199600.0
4122,-117.98,33.75,27.0,2343.0,415.0,1537.0,426.0,5.1345,210600.0
4123,-117.98,33.75,24.0,3865.0,802.0,2670.0,772.0,3.8158,180000.0
4124,-117.98,33.74,29.0,3443.0,635.0,2257.0,620.0,4.7404,207500.0
4125,-117.98,33.74,16.0,4636.0,908.0,2341.0,825.0,4.4261,304700.0
4126,-117.98,33.73,18.0,3833.0,1056.0,2192.0,996.0,3.4679,219700.0
4127,-117.98,33.72,28.0,3109.0,561.0,1891.0,562.0,5.2655,243100.0
4128,-117.98,33.72,24.0,2826.0,547.0,1738.0,546.0,6.0494,240400.0
4129,-117.98,33.71,26.0,1905.0,373.0,1098.0,368.0,4.8611,229600.0
4130,-117.98,33.71,24.0,3430.0,548.0,1601.0,512.0,5.6825,264600.0
4131,-117.98,33.71,24.0,2308.0,464.0,1101.0,407.0,4.4766,230000.0
4132,-117.98,33.7,24.0,3451.0,504.0,1736.0,493.0,6.3749,278000.0
4133,-117.98,33.7,17.0,1997.0,340.0,952.0,341.0,4.4148,239200.0
4134,-117.98,33.7,17.0,1989.0,411.0,1401.0,453.0,4.1603,160500.0
4135,-117.98,33.7,16.0,5127.0,631.0,2142.0,596.0,7.8195,390500.0
4136,-117.98,33.69,22.0,3957.0,520.0,1774.0,527.0,7.0907,350200.0
4137,-117.98,33.69,16.0,2437.0,438.0,986.0,422.0,5.7117,247200.0
4138,-117.98,33.68,24.0,4177.0,624.0,1704.0,606.0,6.2473,281900.0
4139,-117.98,33.68,14.0,3396.0,477.0,1542.0,472.0,7.3982,369100.0
4140,-117.98,33.67,7.0,5664.0,1174.0,2493.0,1101.0,5.8252,264700.0
4141,-117.98,33.65,22.0,3592.0,527.0,1598.0,523.0,6.5501,294900.0
4142,-117.98,33.65,22.0,3335.0,754.0,1500.0,719.0,3.7315,197900.0
4143,-117.98,33.65,18.0,1027.0,206.0,436.0,180.0,4.2159,211300.0
4144,-117.98,33.64,20.0,1851.0,495.0,792.0,363.0,3.8187,137500.0
4145,-117.98,33.61,17.0,2054.0,291.0,836.0,288.0,6.8939,383900.0
4146,-117.99,35.16,15.0,2180.0,416.0,960.0,370.0,2.875,87800.0
4147,-117.99,34.18,38.0,2981.0,432.0,1063.0,437.0,6.5254,365000.0
4148,-117.99,34.16,40.0,3838.0,696.0,1851.0,674.0,4.2407,262000.0
4149,-117.99,34.15,44.0,2492.0,611.0,1951.0,596.0,3.1304,185600.0
4150,-117.99,34.14,30.0,2346.0,567.0,1988.0,474.0,2.5625,153000.0
4151,-117.99,34.13,37.0,1568.0,371.0,1618.0,350.0,2.9605,129400.0
4152,-117.99,34.12,35.0,1040.0,231.0,1040.0,242.0,2.5395,139200.0
4153,-117.99,34.07,35.0,1681.0,360.0,1648.0,373.0,2.4911,145900.0
4154,-117.99,34.06,32.0,2491.0,616.0,2660.0,595.0,2.564,145800.0
4155,-117.99,34.05,35.0,1792.0,317.0,1441.0,306.0,3.7917,151100.0
4156,-117.99,34.04,30.0,4468.0,959.0,4027.0,938.0,3.185,168300.0
4157,-117.99,34.0,26.0,2988.0,397.0,1371.0,415.0,6.6988,382500.0
4158,-117.99,33.98,18.0,8399.0,1144.0,3727.0,1107.0,6.9695,360400.0
4159,-117.99,33.97,18.0,4078.0,484.0,1490.0,482.0,10.8034,500001.0
4160,-117.99,33.95,30.0,2217.0,284.0,851.0,291.0,10.4835,498600.0
4161,-117.99,33.94,34.0,1519.0,301.0,758.0,304.0,4.3125,214000.0
4162,-117.99,33.94,30.0,2395.0,565.0,1214.0,521.0,3.7045,212300.0
4163,-117.99,33.93,33.0,2299.0,431.0,1049.0,447.0,3.6458,208100.0
4164,-117.99,33.92,27.0,5805.0,1152.0,3106.0,1144.0,4.061,222700.0
4165,-117.99,33.9,33.0,2161.0,383.0,1235.0,383.0,5.6454,202800.0
4166,-117.99,33.9,30.0,1677.0,372.0,1021.0,332.0,3.5859,199700.0
4167,-117.99,33.89,23.0,2111.0,306.0,979.0,288.0,8.5621,347800.0
4168,-117.99,33.89,21.0,5195.0,1020.0,2539.0,988.0,4.5033,160500.0
4169,-117.99,33.88,25.0,3401.0,509.0,1503.0,498.0,6.6704,240600.0
4170,-117.99,33.88,15.0,2298.0,567.0,1261.0,527.0,4.2422,159400.0
4171,-117.99,33.87,34.0,1239.0,307.0,869.0,291.0,3.59,161900.0
4172,-117.99,33.87,16.0,1689.0,499.0,1260.0,453.0,3.1205,174000.0
4173,-117.99,33.86,36.0,1138.0,228.0,725.0,219.0,3.4167,187200.0
4174,-117.99,33.86,20.0,3540.0,906.0,2898.0,876.0,3.0252,178000.0
4175,-117.99,33.86,20.0,2303.0,612.0,1607.0,564.0,2.9,176100.0
4176,-117.99,33.85,35.0,1661.0,272.0,949.0,276.0,5.2548,192600.0
4177,-117.99,33.85,34.0,1948.0,306.0,957.0,304.0,4.9777,212600.0
4178,-117.99,33.84,34.0,2079.0,343.0,1379.0,352.0,5.103,207000.0
4179,-117.99,33.84,31.0,2982.0,547.0,1895.0,570.0,4.9115,255500.0
4180,-117.99,33.83,35.0,1484.0,252.0,916.0,248.0,5.2657,191400.0
4181,-117.99,33.82,33.0,2342.0,475.0,1367.0,509.0,4.1167,215500.0
4182,-117.99,33.82,21.0,2281.0,557.0,1510.0,460.0,2.8625,189600.0
4183,-117.99,33.82,19.0,1991.0,528.0,1202.0,460.0,3.1538,252100.0
4184,-117.99,33.81,23.0,3284.0,795.0,3257.0,758.0,2.4526,182900.0
4185,-117.99,33.8,25.0,3179.0,639.0,2526.0,623.0,3.3281,180800.0
4186,-117.99,33.8,18.0,383.0,94.0,487.0,98.0,3.975,162500.0
4187,-117.99,33.79,33.0,2064.0,324.0,1384.0,315.0,4.5263,169000.0
4188,-117.99,33.79,29.0,2470.0,560.0,1589.0,513.0,3.1801,190500.0
4189,-117.99,33.79,21.0,2695.0,707.0,1888.0,683.0,3.2857,213300.0
4190,-117.99,33.78,15.0,4273.0,993.0,2300.0,946.0,3.5313,213000.0
4191,-117.99,33.77,29.0,1312.0,267.0,922.0,255.0,3.1902,202400.0
4192,-117.99,33.77,15.0,2081.0,531.0,1617.0,561.0,3.4955,160900.0
4193,-117.99,33.76,30.0,1572.0,362.0,1351.0,359.0,3.369,190900.0
4194,-117.99,33.76,17.0,2545.0,737.0,1468.0,699.0,1.9439,177700.0
4195,-117.99,33.75,30.0,1859.0,462.0,1314.0,418.0,3.0909,184400.0
4196,-117.99,33.75,22.0,3024.0,754.0,2357.0,743.0,3.3125,191800.0
4197,-117.99,33.74,26.0,4065.0,741.0,1960.0,739.0,4.506,240000.0
4198,-117.99,33.73,20.0,3182.0,884.0,1770.0,817.0,3.1912,220800.0
4199,-117.99,33.73,17.0,5239.0,1045.0,2440.0,985.0,4.375,248100.0
4200,-117.99,33.72,26.0,1787.0,275.0,801.0,270.0,5.5514,255700.0
4201,-117.99,33.72,17.0,2801.0,649.0,1473.0,535.0,4.2875,134800.0
4202,-117.99,33.72,14.0,2127.0,537.0,1338.0,475.0,3.628,188500.0
4203,-117.99,33.71,19.0,1967.0,487.0,1251.0,404.0,3.6696,218800.0
4204,-117.99,33.71,18.0,1994.0,578.0,3031.0,577.0,2.7614,237500.0
4205,-117.99,33.71,17.0,1600.0,458.0,1803.0,432.0,2.7865,216700.0
4206,-117.99,33.7,25.0,2017.0,357.0,1063.0,369.0,4.0345,229400.0
4207,-117.99,33.69,17.0,3386.0,729.0,1715.0,666.0,3.7479,213000.0
4208,-117.99,33.69,16.0,1476.0,294.0,886.0,270.0,5.3259,216400.0
4209,-117.99,33.68,18.0,2024.0,462.0,1047.0,451.0,3.5848,186900.0
4210,-117.99,33.68,14.0,3305.0,841.0,2272.0,769.0,3.4899,216700.0
4211,-117.99,33.68,13.0,4000.0,883.0,1999.0,881.0,4.7245,273600.0
4212,-117.99,33.67,17.0,1692.0,427.0,903.0,423.0,3.5859,262500.0
4213,-117.99,33.67,15.0,3141.0,664.0,1729.0,633.0,4.2165,234600.0
4214,-117.99,33.67,12.0,2228.0,479.0,1122.0,488.0,4.0385,350000.0
4215,-117.99,33.66,29.0,1330.0,293.0,613.0,236.0,4.6591,353100.0
4216,-117.99,33.66,14.0,3155.0,653.0,951.0,575.0,3.0625,268800.0
4217,-118.0,35.05,21.0,1739.0,425.0,945.0,362.0,3.4015,86500.0
4218,-118.0,34.16,52.0,1354.0,227.0,531.0,206.0,4.8059,270600.0
4219,-118.0,34.16,42.0,1020.0,156.0,398.0,157.0,6.101,311800.0
4220,-118.0,34.15,48.0,3436.0,673.0,1540.0,648.0,4.275,256800.0
4221,-118.0,34.14,39.0,1302.0,303.0,800.0,291.0,3.2723,166900.0
4222,-118.0,34.14,31.0,1298.0,431.0,1131.0,425.0,1.0548,178100.0
4223,-118.0,34.13,35.0,1005.0,224.0,742.0,221.0,3.5481,158100.0
4224,-118.0,34.13,24.0,2584.0,520.0,1869.0,503.0,3.2841,167000.0
4225,-118.0,34.12,42.0,870.0,170.0,546.0,164.0,4.625,173800.0
4226,-118.0,34.12,37.0,1340.0,325.0,928.0,333.0,3.9219,175000.0
4227,-118.0,34.1,34.0,2249.0,460.0,1544.0,441.0,3.4005,176300.0
4228,-118.0,34.08,29.0,2003.0,401.0,1520.0,364.0,3.994,195300.0
4229,-118.0,34.08,23.0,1627.0,318.0,1279.0,289.0,4.6467,185100.0
4230,-118.0,34.07,34.0,1696.0,456.0,1609.0,426.0,2.25,138500.0
4231,-118.0,34.03,25.0,6909.0,1154.0,3912.0,1121.0,5.257,226100.0
4232,-118.0,33.97,30.0,6540.0,991.0,3124.0,953.0,6.0663,372600.0
4233,-118.0,33.95,35.0,1431.0,210.0,505.0,213.0,6.8109,401000.0
4234,-118.0,33.94,37.0,903.0,158.0,444.0,158.0,3.75,174400.0
4235,-118.0,33.94,36.0,2911.0,534.0,1395.0,486.0,5.1738,203700.0
4236,-118.0,33.94,35.0,2603.0,482.0,1305.0,507.0,3.9543,214400.0
4237,-118.0,33.93,35.0,802.0,153.0,445.0,150.0,5.0077,185000.0
4238,-118.0,33.91,19.0,5166.0,770.0,2374.0,753.0,5.979,285200.0
4239,-118.0,33.89,35.0,1065.0,176.0,574.0,171.0,5.0384,200800.0
4240,-118.0,33.89,35.0,1011.0,183.0,578.0,171.0,3.9861,188700.0
4241,-118.0,33.89,34.0,1932.0,315.0,1053.0,316.0,5.1377,213300.0
4242,-118.0,33.88,28.0,1624.0,289.0,755.0,280.0,4.7083,268100.0
4243,-118.0,33.88,18.0,2628.0,720.0,2276.0,649.0,2.735,170800.0
4244,-118.0,33.87,13.0,2086.0,544.0,1356.0,462.0,2.95,165600.0
4245,-118.0,33.86,32.0,1162.0,196.0,563.0,178.0,3.875,203000.0
4246,-118.0,33.85,34.0,1078.0,205.0,575.0,206.0,4.5083,188000.0
4247,-118.0,33.85,33.0,2053.0,418.0,1154.0,405.0,4.0455,197200.0
4248,-118.0,33.84,30.0,1549.0,325.0,885.0,299.0,4.0039,195100.0
4249,-118.0,33.84,29.0,2641.0,637.0,2413.0,619.0,2.8169,165100.0
4250,-118.0,33.83,26.0,1718.0,385.0,1022.0,368.0,3.9333,196100.0
4251,-118.0,33.83,24.0,2578.0,580.0,1217.0,529.0,2.2401,212500.0
4252,-118.0,33.82,24.0,3002.0,644.0,1495.0,634.0,3.1087,202800.0
4253,-118.0,33.82,21.0,2253.0,580.0,1536.0,500.0,3.2326,204700.0
4254,-118.0,33.82,18.0,2947.0,559.0,1820.0,551.0,4.5294,224800.0
4255,-118.0,33.81,22.0,2642.0,640.0,1702.0,588.0,3.5268,174700.0
4256,-118.0,33.81,17.0,2142.0,436.0,946.0,412.0,3.7059,146300.0
4257,-118.0,33.81,17.0,1530.0,404.0,883.0,344.0,2.8835,196500.0
4258,-118.0,33.81,13.0,2782.0,605.0,1749.0,628.0,4.1276,153800.0
4259,-118.0,33.79,18.0,3679.0,694.0,1820.0,652.0,3.6531,143500.0
4260,-118.0,33.77,28.0,2401.0,503.0,1155.0,456.0,3.5139,211700.0
4261,-118.0,33.77,24.0,1324.0,267.0,687.0,264.0,3.4327,192800.0
4262,-118.0,33.76,29.0,1982.0,503.0,1426.0,502.0,3.0263,194200.0
4263,-118.0,33.76,26.0,1876.0,455.0,1499.0,436.0,2.925,176000.0
4264,-118.0,33.76,14.0,1120.0,319.0,982.0,307.0,2.9083,179200.0
4265,-118.0,33.76,12.0,1250.0,331.0,1047.0,334.0,3.0625,208800.0
4266,-118.0,33.75,26.0,1382.0,387.0,1977.0,368.0,2.7589,137500.0
4267,-118.0,33.74,25.0,2767.0,346.0,1148.0,372.0,6.394,316700.0
4268,-118.0,33.73,26.0,2236.0,280.0,809.0,282.0,6.7395,342800.0
4269,-118.0,33.71,19.0,4808.0,1029.0,2422.0,971.0,4.0121,279700.0
4270,-118.0,33.68,12.0,5241.0,985.0,2048.0,943.0,6.4858,285400.0
4271,-118.0,33.66,25.0,4041.0,903.0,1689.0,784.0,4.2289,442700.0
4272,-118.0,33.66,16.0,2809.0,708.0,1260.0,638.0,3.2353,252900.0
4273,-118.01,35.12,15.0,1926.0,361.0,917.0,316.0,3.3889,68500.0
4274,-118.01,34.55,2.0,2701.0,530.0,1368.0,430.0,4.071,137400.0
4275,-118.01,34.16,47.0,1745.0,270.0,753.0,275.0,5.532,318500.0
4276,-118.01,34.15,52.0,2234.0,472.0,986.0,439.0,3.9125,265500.0
4277,-118.01,34.15,32.0,6597.0,1579.0,3689.0,1459.0,3.2377,184100.0
4278,-118.01,34.13,38.0,3374.0,671.0,1906.0,640.0,4.0729,212300.0
4279,-118.01,34.13,36.0,1332.0,217.0,648.0,203.0,4.7159,365900.0
4280,-118.01,34.12,43.0,1185.0,207.0,657.0,198.0,4.5491,214800.0
4281,-118.01,34.12,32.0,1937.0,332.0,922.0,340.0,3.94,278400.0
4282,-118.01,34.11,43.0,1858.0,345.0,1054.0,329.0,3.5625,211600.0
4283,-118.01,34.11,36.0,1722.0,320.0,794.0,322.0,4.2132,212200.0
4284,-118.01,34.11,32.0,1978.0,536.0,826.0,470.0,2.5114,212200.0
4285,-118.01,34.1,35.0,2120.0,412.0,1375.0,405.0,3.4609,166300.0
4286,-118.01,34.1,27.0,2424.0,542.0,1713.0,557.0,3.8085,181400.0
4287,-118.01,34.09,32.0,1613.0,361.0,1283.0,404.0,3.1944,181700.0
4288,-118.01,34.08,35.0,1852.0,358.0,1414.0,347.0,4.275,173600.0
4289,-118.01,34.07,24.0,5684.0,1485.0,6626.0,1481.0,2.2559,166800.0
4290,-118.01,34.07,22.0,6311.0,1572.0,6666.0,1456.0,2.9334,182600.0
4291,-118.01,34.06,26.0,557.0,153.0,455.0,196.0,2.7721,155400.0
4292,-118.01,34.05,37.0,682.0,172.0,813.0,173.0,3.8125,138000.0
4293,-118.01,34.05,31.0,1135.0,355.0,1717.0,368.0,2.1602,161700.0
4294,-118.01,33.97,36.0,1451.0,224.0,608.0,246.0,6.0648,290800.0
4295,-118.01,33.96,36.0,1805.0,288.0,882.0,308.0,5.3054,273500.0
4296,-118.01,33.95,36.0,1579.0,290.0,816.0,276.0,4.4318,181100.0
4297,-118.01,33.95,35.0,1755.0,322.0,774.0,290.0,5.0861,296700.0
4298,-118.01,33.94,36.0,1921.0,329.0,969.0,327.0,4.9191,188700.0
4299,-118.01,33.94,35.0,1323.0,235.0,807.0,247.0,4.2708,174800.0
4300,-118.01,33.93,34.0,2424.0,468.0,1293.0,444.0,3.275,189900.0
4301,-118.01,33.93,31.0,3395.0,742.0,1886.0,737.0,4.4118,174400.0
4302,-118.01,33.92,34.0,4039.0,694.0,2269.0,663.0,5.2305,205100.0
4303,-118.01,33.91,32.0,2722.0,571.0,2541.0,462.0,4.2305,221400.0
4304,-118.01,33.9,36.0,1382.0,257.0,685.0,255.0,5.125,211700.0
4305,-118.01,33.9,26.0,2968.0,674.0,1655.0,628.0,4.6094,201000.0
4306,-118.01,33.89,36.0,1589.0,265.0,804.0,272.0,4.6354,202900.0
4307,-118.01,33.89,34.0,1653.0,292.0,1003.0,310.0,4.6,203400.0
4308,-118.01,33.89,33.0,2046.0,327.0,1018.0,320.0,4.2292,212800.0
4309,-118.01,33.87,25.0,6348.0,1615.0,4188.0,1497.0,3.139,185700.0
4310,-118.01,33.86,29.0,2307.0,452.0,1218.0,402.0,3.4306,194200.0
4311,-118.01,33.85,29.0,3061.0,612.0,2396.0,640.0,4.6326,195200.0
4312,-118.01,33.84,28.0,4097.0,838.0,2112.0,803.0,4.5,202100.0
4313,-118.01,33.83,29.0,3963.0,772.0,2104.0,743.0,4.9803,208600.0
4314,-118.01,33.83,24.0,4639.0,1374.0,3093.0,1257.0,2.5577,202300.0
4315,-118.01,33.83,23.0,1086.0,268.0,825.0,250.0,2.4609,219600.0
4316,-118.01,33.82,31.0,1960.0,380.0,1356.0,356.0,4.0625,225900.0
4317,-118.01,33.82,10.0,3897.0,893.0,1992.0,693.0,4.1591,192300.0
4318,-118.01,33.81,25.0,1831.0,345.0,809.0,339.0,4.5179,177100.0
4319,-118.01,33.81,18.0,5238.0,1083.0,3032.0,1065.0,4.4583,190100.0
4320,-118.01,33.8,16.0,4021.0,701.0,1488.0,650.0,5.32,219500.0
4321,-118.01,33.79,30.0,2460.0,403.0,1277.0,395.0,5.4372,223200.0
4322,-118.01,33.79,23.0,2663.0,430.0,1499.0,403.0,5.7837,258000.0
4323,-118.01,33.78,26.0,2343.0,377.0,1166.0,373.0,6.0,233100.0
4324,-118.01,33.78,19.0,2648.0,478.0,1160.0,452.0,5.9357,207400.0
4325,-118.01,33.77,33.0,1387.0,238.0,890.0,264.0,5.422,204100.0
4326,-118.01,33.77,32.0,1771.0,296.0,995.0,272.0,5.8362,217500.0
4327,-118.01,33.76,35.0,2072.0,349.0,1249.0,317.0,3.9855,191900.0
4328,-118.01,33.76,26.0,2141.0,597.0,2038.0,585.0,2.2981,177700.0
4329,-118.01,33.75,30.0,3380.0,722.0,2269.0,652.0,4.525,186000.0
4330,-118.01,33.74,25.0,8110.0,1264.0,3613.0,1232.0,6.0609,264900.0
4331,-118.01,33.73,23.0,4095.0,578.0,1766.0,589.0,6.7418,302500.0
4332,-118.01,33.71,18.0,6565.0,1357.0,3079.0,1248.0,4.7515,295600.0
4333,-118.01,33.7,24.0,3856.0,567.0,1741.0,588.0,7.248,302700.0
4334,-118.01,33.69,3.0,945.0,115.0,337.0,123.0,11.5199,500001.0
4335,-118.01,33.67,16.0,3581.0,780.0,1644.0,774.0,5.041,397600.0
4336,-118.01,33.67,13.0,2902.0,536.0,1125.0,490.0,5.888,447700.0
4337,-118.01,33.66,19.0,4559.0,1045.0,1949.0,910.0,4.355,429200.0
4338,-118.02,34.62,38.0,248.0,55.0,261.0,53.0,2.1413,96900.0
4339,-118.02,34.57,4.0,10655.0,1706.0,5391.0,1529.0,5.083,151300.0
4340,-118.02,34.17,32.0,3868.0,548.0,1558.0,528.0,9.4667,500001.0
4341,-118.02,34.15,44.0,2267.0,426.0,980.0,372.0,3.6,307400.0
4342,-118.02,34.14,34.0,1077.0,257.0,478.0,199.0,2.6316,252800.0
4343,-118.02,34.14,31.0,6854.0,1578.0,4131.0,1524.0,3.5878,222800.0
4344,-118.02,34.13,32.0,3308.0,718.0,1803.0,667.0,3.9464,273600.0
4345,-118.02,34.12,37.0,2250.0,360.0,989.0,329.0,6.1536,366000.0
4346,-118.02,34.12,36.0,1471.0,246.0,751.0,230.0,5.4555,395100.0
4347,-118.02,34.11,39.0,1504.0,280.0,718.0,261.0,4.625,219000.0
4348,-118.02,34.11,35.0,2454.0,458.0,1110.0,435.0,3.8029,414800.0
4349,-118.02,34.1,36.0,452.0,80.0,248.0,83.0,1.9688,226000.0
4350,-118.02,34.1,36.0,1928.0,361.0,1008.0,368.0,4.733,233700.0
4351,-118.02,34.09,32.0,1747.0,399.0,1199.0,402.0,3.4286,191800.0
4352,-118.02,34.09,24.0,2080.0,514.0,1976.0,478.0,2.6917,170000.0
4353,-118.02,34.08,29.0,2741.0,667.0,2449.0,677.0,3.6944,175200.0
4354,-118.02,34.07,21.0,3245.0,959.0,3528.0,887.0,2.3236,156300.0
4355,-118.02,34.06,26.0,2929.0,970.0,3792.0,817.0,2.2577,173800.0
4356,-118.02,34.05,34.0,1610.0,513.0,2050.0,508.0,2.5562,156300.0
4357,-118.02,34.05,33.0,2464.0,627.0,2932.0,568.0,3.0625,165800.0
4358,-118.02,34.05,28.0,991.0,255.0,1145.0,265.0,2.3611,167000.0
4359,-118.02,34.04,28.0,6175.0,1449.0,5041.0,1408.0,2.8821,158100.0
4360,-118.02,33.98,23.0,1995.0,306.0,707.0,293.0,8.6677,332700.0
4361,-118.02,33.97,34.0,1903.0,293.0,887.0,306.0,6.148,313800.0
4362,-118.02,33.96,36.0,2071.0,398.0,988.0,404.0,4.6226,219700.0
4363,-118.02,33.96,36.0,2002.0,361.0,913.0,311.0,4.5446,244700.0
4364,-118.02,33.95,38.0,2139.0,426.0,1138.0,412.0,4.2917,168900.0
4365,-118.02,33.95,36.0,1705.0,299.0,871.0,296.0,4.6184,179800.0
4366,-118.02,33.95,36.0,1681.0,329.0,964.0,311.0,4.108,181200.0
